id;razao;fantasia;cnpj_cpf;ie_rg;ativo;endereco;numero;complemento;bairro;municipio;uf;cep;tel_principal;datacadastro;observacao
102;LUNA - L.NUNES AVICOLA LTDA.;LUNA OVOS;24321382000547 ;241048389;N;SITIO RIACHO SECO POV.LARANJAL;10;;ZONA RURAL;ARAPIRACA;AL;57318700;(82) 34822150;04/10/2019;IMPORTADO VR
