id;codigobarras;unidade;balanca;descricaocompleta;cod_mercadologico1;mercadologico1;cod_mercadologico2;mercadologico2;cod_mercadologico3;mercadologico3;cod_mercadologico4;mercadologico4;cod_mercadologico5;mercadologico5;id_familiaproduto;familiaproduto;estoque;custocomimposto;precovenda;ativo;ncm
10;93789604720045 ;UN;N;ARROZ PARBOLIZADO TIPO 2 CORADINI 1KG;22;CEREAIS;1;CEREAIS KG;1;CEREAIS KG;0;NULL;0;NULL;1;ARROZ;-4;"1,5";"2,69";S;10063011
